,index,Order ID,Product,Quantity Ordered,Price Each,Order Date,Purchase Address,total_sales
245,246,176793,Wired Headphones,1,11.99,04/17/19 17:09,"147 South St, San Francisco, CA 94016",11.99
246,247,176794,Lightning Charging Cable,1,14.95,04/10/19 21:40,"425 Adams St, Dallas, TX 75001",14.95
247,248,176795,Wired Headphones,1,11.99,04/13/19 11:46,"360 Center St, San Francisco, CA 94016",11.99
248,249,176796,Bose SoundSport Headphones,1,99.99,04/07/19 08:44,"5 2nd St, Los Angeles, CA 90001",99.99
249,250,176797,Google Phone,1,600,04/21/19 08:54,"923 Elm St, Los Angeles, CA 90001",600.0
250,251,176797,Bose SoundSport Headphones,1,99.99,04/21/19 08:54,"923 Elm St, Los Angeles, CA 90001",99.99
251,252,176797,Wired Headphones,1,11.99,04/21/19 08:54,"923 Elm St, Los Angeles, CA 90001",11.99
252,253,176798,iPhone,1,700,04/06/19 10:31,"445 Jefferson St, Atlanta, GA 30301",700.0
253,254,176799,Wired Headphones,1,11.99,04/03/19 14:24,"452 Spruce St, Portland, OR 97035",11.99
254,255,176800,Lightning Charging Cable,1,14.95,04/09/19 11:35,"766 West St, Atlanta, GA 30301",14.95
255,256,176801,Vareebadd Phone,1,400,04/28/19 18:52,"125 North St, San Francisco, CA 94016",400.0
256,257,176802,AA Batteries (4-pack),1,3.84,04/29/19 17:33,"627 12th St, Boston, MA 02215",3.84
257,258,176803,AA Batteries (4-pack),1,3.84,04/01/19 23:00,"649 7th St, Austin, TX 73301",3.84
258,259,176804,Bose SoundSport Headphones,1,99.99,04/21/19 21:56,"690 Walnut St, Seattle, WA 98101",99.99
259,260,176805,Google Phone,1,600,04/01/19 15:50,"91 Lincoln St, Portland, OR 97035",600.0
260,261,176805,USB-C Charging Cable,1,11.95,04/01/19 15:50,"91 Lincoln St, Portland, OR 97035",11.95
261,262,176806,Macbook Pro Laptop,1,1700,04/22/19 13:26,"197 Cherry St, Austin, TX 73301",1700.0
262,263,176807,USB-C Charging Cable,1,11.95,04/21/19 17:13,"758 Hill St, Seattle, WA 98101",11.95
263,264,176808,Google Phone,1,600,04/28/19 18:03,"933 Meadow St, San Francisco, CA 94016",600.0
264,265,176808,Wired Headphones,1,11.99,04/28/19 18:03,"933 Meadow St, San Francisco, CA 94016",11.99
265,266,176809,Bose SoundSport Headphones,2,99.99,04/19/19 01:14,"278 13th St, San Francisco, CA 94016",199.98
266,267,176810,AAA Batteries (4-pack),1,2.99,04/30/19 14:57,"86 Meadow St, Atlanta, GA 30301",2.99
267,268,176811,AA Batteries (4-pack),2,3.84,04/14/19 23:02,"456 13th St, Dallas, TX 75001",7.68
268,269,176812,Wired Headphones,1,11.99,04/20/19 16:40,"569 Willow St, New York City, NY 10001",11.99
269,270,176813,Google Phone,1,600,04/28/19 18:01,"269 Hill St, Atlanta, GA 30301",600.0
270,271,176813,Wired Headphones,1,11.99,04/28/19 18:01,"269 Hill St, Atlanta, GA 30301",11.99
271,272,176814,Lightning Charging Cable,1,14.95,04/09/19 12:09,"501 13th St, New York City, NY 10001",14.95
272,273,176815,AAA Batteries (4-pack),1,2.99,04/04/19 13:36,"327 Adams St, San Francisco, CA 94016",2.99
273,274,176816,27in 4K Gaming Monitor,1,389.99,04/19/19 20:14,"623 Lincoln St, Portland, OR 97035",389.99
274,275,176817,Lightning Charging Cable,1,14.95,04/26/19 20:47,"284 Walnut St, Seattle, WA 98101",14.95
275,276,176818,Wired Headphones,1,11.99,04/09/19 02:19,"642 13th St, San Francisco, CA 94016",11.99
276,277,176819,AA Batteries (4-pack),2,3.84,04/15/19 05:44,"615 9th St, Portland, OR 97035",7.68
277,278,176820,USB-C Charging Cable,1,11.95,04/17/19 12:10,"654 Adams St, Boston, MA 02215",11.95
278,279,176821,34in Ultrawide Monitor,1,379.99,04/18/19 15:08,"72 Meadow St, San Francisco, CA 94016",379.99
279,280,176822,AAA Batteries (4-pack),1,2.99,04/22/19 19:50,"40 Cedar St, Seattle, WA 98101",2.99
280,281,176823,Wired Headphones,1,11.99,04/06/19 20:18,"893 11th St, Seattle, WA 98101",11.99
281,282,176824,USB-C Charging Cable,2,11.95,04/03/19 13:01,"983 Center St, Los Angeles, CA 90001",23.9
282,283,176825,LG Washing Machine,1,600.0,04/13/19 22:31,"338 6th St, San Francisco, CA 94016",600.0
283,284,176826,Bose SoundSport Headphones,1,99.99,04/11/19 00:15,"72 Meadow St, San Francisco, CA 94016",99.99
284,285,176827,AAA Batteries (4-pack),1,2.99,04/20/19 13:36,"465 Hickory St, Los Angeles, CA 90001",2.99
285,286,176828,iPhone,1,700,04/07/19 22:13,"696 Highland St, Seattle, WA 98101",700.0
286,287,176829,Wired Headphones,1,11.99,04/30/19 09:09,"335 Wilson St, San Francisco, CA 94016",11.99
287,288,176830,Wired Headphones,1,11.99,04/18/19 12:02,"663 5th St, Austin, TX 73301",11.99
288,289,176831,USB-C Charging Cable,1,11.95,04/01/19 07:39,"743 Spruce St, San Francisco, CA 94016",11.95
289,290,176832,Apple Airpods Headphones,1,150,04/19/19 20:21,"533 Spruce St, Los Angeles, CA 90001",150.0
290,291,176833,Wired Headphones,1,11.99,04/21/19 19:32,"226 Madison St, Boston, MA 02215",11.99
291,292,176834,Lightning Charging Cable,1,14.95,04/15/19 20:42,"193 Forest St, San Francisco, CA 94016",14.95
292,293,176835,USB-C Charging Cable,1,11.95,04/23/19 16:55,"628 10th St, Boston, MA 02215",11.95
293,294,176836,USB-C Charging Cable,2,11.95,04/10/19 14:20,"857 Hickory St, Boston, MA 02215",23.9
294,295,176837,Lightning Charging Cable,1,14.95,04/10/19 12:29,"213 River St, New York City, NY 10001",14.95
295,296,176838,Lightning Charging Cable,1,14.95,04/05/19 18:44,"656 South St, New York City, NY 10001",14.95
296,297,176839,20in Monitor,1,109.99,04/10/19 07:19,"625 Willow St, Boston, MA 02215",109.99
297,298,176840,USB-C Charging Cable,1,11.95,04/02/19 10:08,"939 14th St, Austin, TX 73301",11.95
298,299,176841,AAA Batteries (4-pack),3,2.99,04/26/19 22:50,"177 Highland St, San Francisco, CA 94016",8.97
299,300,176842,AA Batteries (4-pack),2,3.84,04/06/19 23:16,"532 1st St, New York City, NY 10001",7.68
300,301,176843,34in Ultrawide Monitor,1,379.99,04/21/19 11:22,"733 Maple St, Atlanta, GA 30301",379.99
301,302,176844,AA Batteries (4-pack),1,3.84,04/23/19 18:48,"983 Main St, Boston, MA 02215",3.84
302,303,176845,USB-C Charging Cable,1,11.95,04/15/19 14:26,"925 Cedar St, San Francisco, CA 94016",11.95
303,304,176846,USB-C Charging Cable,1,11.95,04/19/19 09:03,"599 10th St, New York City, NY 10001",11.95
304,305,176847,AA Batteries (4-pack),3,3.84,04/03/19 16:00,"616 9th St, Austin, TX 73301",11.52
305,306,176848,27in FHD Monitor,1,149.99,04/28/19 18:09,"442 Center St, Boston, MA 02215",149.99
306,307,176849,34in Ultrawide Monitor,1,379.99,04/22/19 10:59,"309 West St, San Francisco, CA 94016",379.99
307,308,176850,AA Batteries (4-pack),1,3.84,04/03/19 12:40,"520 5th St, Seattle, WA 98101",3.84
308,309,176851,AA Batteries (4-pack),1,3.84,04/09/19 22:58,"669 Dogwood St, San Francisco, CA 94016",3.84
309,310,176852,AA Batteries (4-pack),1,3.84,04/09/19 13:58,"731 Lincoln St, Portland, OR 97035",3.84
310,311,176853,AA Batteries (4-pack),1,3.84,04/24/19 11:41,"858 14th St, New York City, NY 10001",3.84
311,312,176854,AA Batteries (4-pack),1,3.84,04/11/19 22:05,"460 South St, Los Angeles, CA 90001",3.84
312,313,176855,Wired Headphones,1,11.99,04/21/19 16:42,"103 12th St, Los Angeles, CA 90001",11.99
313,314,176856,Lightning Charging Cable,1,14.95,04/13/19 10:59,"459 8th St, San Francisco, CA 94016",14.95
314,315,176857,Bose SoundSport Headphones,1,99.99,04/30/19 07:18,"418 14th St, Portland, OR 97035",99.99
315,316,176858,AAA Batteries (4-pack),1,2.99,04/16/19 13:25,"669 Park St, Los Angeles, CA 90001",2.99
316,317,176859,AA Batteries (4-pack),1,3.84,04/15/19 10:53,"525 Adams St, New York City, NY 10001",3.84
317,318,176860,USB-C Charging Cable,1,11.95,04/04/19 11:00,"420 Hill St, San Francisco, CA 94016",11.95
318,319,176861,Bose SoundSport Headphones,1,99.99,04/14/19 13:01,"370 9th St, Los Angeles, CA 90001",99.99
319,320,176862,AAA Batteries (4-pack),1,2.99,04/29/19 11:37,"267 Willow St, San Francisco, CA 94016",2.99
320,321,176863,27in FHD Monitor,1,149.99,04/19/19 17:18,"64 Maple St, New York City, NY 10001",149.99
321,322,176864,AAA Batteries (4-pack),2,2.99,04/02/19 15:47,"453 Meadow St, San Francisco, CA 94016",5.98
322,323,176865,AA Batteries (4-pack),1,3.84,04/18/19 14:28,"952 Washington St, New York City, NY 10001",3.84
323,324,176866,ThinkPad Laptop,1,999.99,04/02/19 11:42,"338 West St, New York City, NY 10001",999.99
324,325,176867,AAA Batteries (4-pack),1,2.99,04/25/19 21:00,"483 Washington St, San Francisco, CA 94016",2.99
325,326,176868,20in Monitor,1,109.99,04/05/19 07:37,"213 Highland St, Boston, MA 02215",109.99
326,327,176869,Apple Airpods Headphones,1,150,04/23/19 18:33,"861 2nd St, Seattle, WA 98101",150.0
327,328,176870,AAA Batteries (4-pack),3,2.99,04/05/19 18:38,"964 Park St, New York City, NY 10001",8.97
328,329,176871,AA Batteries (4-pack),1,3.84,04/29/19 20:02,"489 9th St, Dallas, TX 75001",3.84
329,330,176872,AA Batteries (4-pack),1,3.84,04/15/19 12:17,"678 Madison St, Los Angeles, CA 90001",3.84
330,331,176873,AA Batteries (4-pack),1,3.84,04/06/19 05:26,"532 Spruce St, Los Angeles, CA 90001",3.84
331,332,176874,AAA Batteries (4-pack),1,2.99,04/15/19 11:04,"325 Pine St, New York City, NY 10001",2.99
332,333,176875,27in 4K Gaming Monitor,1,389.99,04/23/19 19:26,"727 Forest St, San Francisco, CA 94016",389.99
333,334,176876,Bose SoundSport Headphones,1,99.99,04/23/19 21:15,"263 Hickory St, Boston, MA 02215",99.99
334,335,176877,Lightning Charging Cable,1,14.95,04/10/19 15:48,"289 4th St, San Francisco, CA 94016",14.95
335,336,176878,ThinkPad Laptop,1,999.99,04/13/19 09:15,"161 Highland St, San Francisco, CA 94016",999.99
336,337,176879,Flatscreen TV,1,300,04/13/19 14:15,"370 Sunset St, Portland, ME 04101",300.0
337,338,176880,27in FHD Monitor,1,149.99,04/04/19 08:36,"691 River St, New York City, NY 10001",149.99
338,339,176881,Wired Headphones,1,11.99,04/22/19 20:59,"157 Sunset St, San Francisco, CA 94016",11.99
339,340,176882,Wired Headphones,1,11.99,04/24/19 20:16,"929 Main St, Boston, MA 02215",11.99
340,341,176883,Wired Headphones,2,11.99,04/15/19 09:24,"344 Dogwood St, New York City, NY 10001",23.98
341,342,176884,USB-C Charging Cable,1,11.95,04/11/19 09:04,"813 Highland St, San Francisco, CA 94016",11.95
342,343,176885,34in Ultrawide Monitor,1,379.99,04/22/19 21:26,"582 River St, Boston, MA 02215",379.99
343,344,176886,Flatscreen TV,1,300,04/19/19 20:44,"410 8th St, San Francisco, CA 94016",300.0
344,345,176887,AAA Batteries (4-pack),1,2.99,04/01/19 12:59,"591 4th St, Boston, MA 02215",2.99
345,346,176888,Wired Headphones,1,11.99,04/15/19 13:57,"608 5th St, New York City, NY 10001",11.99
346,347,176889,AAA Batteries (4-pack),1,2.99,04/17/19 21:22,"837 Madison St, Boston, MA 02215",2.99
347,348,176890,USB-C Charging Cable,1,11.95,04/25/19 17:35,"950 8th St, Austin, TX 73301",11.95
348,349,176891,AAA Batteries (4-pack),1,2.99,04/07/19 11:52,"323 Ridge St, Portland, OR 97035",2.99
349,350,176892,AAA Batteries (4-pack),1,2.99,04/12/19 22:50,"165 Meadow St, Boston, MA 02215",2.99
350,351,176893,AAA Batteries (4-pack),1,2.99,04/23/19 14:01,"794 Dogwood St, Seattle, WA 98101",2.99
351,352,176894,Flatscreen TV,1,300,04/13/19 17:23,"589 Park St, San Francisco, CA 94016",300.0
352,353,176895,Apple Airpods Headphones,1,150,04/24/19 08:44,"286 6th St, Boston, MA 02215",150.0
353,354,176896,AAA Batteries (4-pack),2,2.99,04/24/19 17:41,"77 Johnson St, Dallas, TX 75001",5.98
354,355,176897,Apple Airpods Headphones,1,150,04/02/19 18:12,"941 Walnut St, San Francisco, CA 94016",150.0
355,357,176898,Apple Airpods Headphones,1,150,04/18/19 17:05,"45 River St, New York City, NY 10001",150.0
356,358,176899,Lightning Charging Cable,1,14.95,04/05/19 18:17,"269 South St, San Francisco, CA 94016",14.95
357,359,176900,Bose SoundSport Headphones,1,99.99,04/21/19 06:17,"356 North St, Boston, MA 02215",99.99
358,360,176901,Lightning Charging Cable,1,14.95,04/22/19 14:37,"25 8th St, Atlanta, GA 30301",14.95
359,361,176902,USB-C Charging Cable,1,11.95,04/11/19 14:49,"166 Dogwood St, Atlanta, GA 30301",11.95
360,362,176903,iPhone,1,700,04/09/19 11:10,"684 Main St, Boston, MA 02215",700.0
361,363,176904,AAA Batteries (4-pack),1,2.99,04/13/19 15:44,"782 Ridge St, Boston, MA 02215",2.99
362,364,176905,27in FHD Monitor,1,149.99,04/12/19 07:40,"92 Spruce St, New York City, NY 10001",149.99
363,365,176906,27in FHD Monitor,1,149.99,04/07/19 20:14,"636 Cherry St, Los Angeles, CA 90001",149.99
364,366,176907,27in FHD Monitor,1,149.99,04/11/19 01:43,"120 Sunset St, Los Angeles, CA 90001",149.99
365,367,176908,AAA Batteries (4-pack),1,2.99,04/25/19 20:53,"802 Maple St, Seattle, WA 98101",2.99
366,368,176909,Wired Headphones,1,11.99,04/22/19 09:53,"692 Jackson St, Portland, ME 04101",11.99
367,369,176910,AAA Batteries (4-pack),2,2.99,04/19/19 14:46,"573 2nd St, Los Angeles, CA 90001",5.98
368,370,176911,AAA Batteries (4-pack),1,2.99,04/12/19 10:29,"346 13th St, Los Angeles, CA 90001",2.99
369,371,176912,Apple Airpods Headphones,1,150,04/25/19 14:33,"862 7th St, Seattle, WA 98101",150.0
370,372,176913,AAA Batteries (4-pack),1,2.99,04/20/19 19:09,"340 11th St, Atlanta, GA 30301",2.99
371,373,176914,Lightning Charging Cable,1,14.95,04/01/19 15:54,"846 Cherry St, San Francisco, CA 94016",14.95
372,374,176915,AAA Batteries (4-pack),1,2.99,04/04/19 19:18,"64 Hill St, Dallas, TX 75001",2.99
373,375,176916,34in Ultrawide Monitor,1,379.99,04/18/19 07:45,"285 Cedar St, San Francisco, CA 94016",379.99
374,376,176917,USB-C Charging Cable,1,11.95,04/14/19 19:50,"376 Sunset St, Boston, MA 02215",11.95
375,377,176918,USB-C Charging Cable,1,11.95,04/10/19 09:57,"398 Elm St, Los Angeles, CA 90001",11.95
376,378,176919,AAA Batteries (4-pack),1,2.99,04/29/19 07:02,"240 14th St, Boston, MA 02215",2.99
377,379,176920,Apple Airpods Headphones,1,150,04/30/19 18:55,"117 Lake St, New York City, NY 10001",150.0
378,380,176921,Lightning Charging Cable,1,14.95,04/24/19 17:56,"365 Wilson St, San Francisco, CA 94016",14.95
379,381,176922,Bose SoundSport Headphones,1,99.99,04/02/19 21:08,"859 Hill St, Los Angeles, CA 90001",99.99
380,382,176923,LG Washing Machine,1,600.0,04/26/19 12:48,"259 6th St, Los Angeles, CA 90001",600.0
381,383,176924,Bose SoundSport Headphones,1,99.99,04/14/19 10:32,"375 4th St, New York City, NY 10001",99.99
382,384,176925,Lightning Charging Cable,1,14.95,04/18/19 15:31,"920 Wilson St, New York City, NY 10001",14.95
383,385,176926,USB-C Charging Cable,1,11.95,04/14/19 21:17,"921 Cedar St, Atlanta, GA 30301",11.95
384,386,176927,Wired Headphones,1,11.99,04/18/19 18:40,"700 Sunset St, Los Angeles, CA 90001",11.99
385,387,176928,AAA Batteries (4-pack),1,2.99,04/08/19 21:08,"203 Hickory St, San Francisco, CA 94016",2.99
386,388,176929,ThinkPad Laptop,1,999.99,04/11/19 22:13,"743 11th St, Dallas, TX 75001",999.99
387,389,176930,USB-C Charging Cable,1,11.95,04/15/19 09:41,"161 Center St, Boston, MA 02215",11.95
388,390,176931,ThinkPad Laptop,1,999.99,04/13/19 08:47,"57 Pine St, New York City, NY 10001",999.99
389,391,176932,34in Ultrawide Monitor,1,379.99,04/28/19 17:02,"118 Church St, Seattle, WA 98101",379.99
390,392,176933,Flatscreen TV,1,300,04/24/19 10:34,"698 Spruce St, New York City, NY 10001",300.0
391,393,176934,AAA Batteries (4-pack),1,2.99,04/08/19 19:44,"329 Park St, New York City, NY 10001",2.99
392,394,176935,AAA Batteries (4-pack),1,2.99,04/03/19 21:31,"315 1st St, Dallas, TX 75001",2.99
393,395,176935,27in FHD Monitor,1,149.99,04/03/19 21:31,"315 1st St, Dallas, TX 75001",149.99
394,396,176936,Apple Airpods Headphones,1,150,04/15/19 08:36,"846 Hickory St, Boston, MA 02215",150.0
395,397,176937,Google Phone,1,600,04/30/19 22:04,"980 7th St, Los Angeles, CA 90001",600.0
396,398,176938,AAA Batteries (4-pack),1,2.99,04/29/19 21:08,"249 Jefferson St, Los Angeles, CA 90001",2.99
397,399,176939,AAA Batteries (4-pack),1,2.99,04/06/19 12:50,"418 12th St, San Francisco, CA 94016",2.99
398,400,176940,Lightning Charging Cable,1,14.95,04/02/19 23:59,"864 Hickory St, Dallas, TX 75001",14.95
399,401,176941,27in 4K Gaming Monitor,1,389.99,04/11/19 18:46,"807 14th St, San Francisco, CA 94016",389.99
400,402,176942,AA Batteries (4-pack),1,3.84,04/12/19 10:02,"419 Washington St, Portland, OR 97035",3.84
401,403,176943,Lightning Charging Cable,1,14.95,04/09/19 06:50,"211 2nd St, San Francisco, CA 94016",14.95
402,404,176944,Bose SoundSport Headphones,1,99.99,04/28/19 06:22,"719 West St, Austin, TX 73301",99.99
403,405,176945,USB-C Charging Cable,1,11.95,04/24/19 02:17,"701 Pine St, Austin, TX 73301",11.95
404,406,176946,Lightning Charging Cable,1,14.95,04/27/19 16:36,"991 6th St, New York City, NY 10001",14.95
405,407,176947,AA Batteries (4-pack),2,3.84,04/02/19 18:40,"357 Center St, Los Angeles, CA 90001",7.68
406,408,176948,Wired Headphones,1,11.99,04/26/19 09:46,"761 Highland St, San Francisco, CA 94016",11.99
407,409,176949,USB-C Charging Cable,1,11.95,04/27/19 12:54,"347 Jackson St, Los Angeles, CA 90001",11.95
408,410,176950,Lightning Charging Cable,1,14.95,04/04/19 08:54,"929 Johnson St, Dallas, TX 75001",14.95
409,411,176951,USB-C Charging Cable,2,11.95,04/15/19 21:57,"606 Lakeview St, Boston, MA 02215",23.9
410,412,176952,AAA Batteries (4-pack),1,2.99,04/06/19 18:47,"693 5th St, Los Angeles, CA 90001",2.99
411,413,176953,Flatscreen TV,1,300,04/29/19 13:41,"595 West St, Dallas, TX 75001",300.0
412,414,176954,Bose SoundSport Headphones,1,99.99,04/28/19 14:49,"524 Elm St, San Francisco, CA 94016",99.99
413,415,176955,AAA Batteries (4-pack),1,2.99,04/02/19 16:08,"169 Church St, San Francisco, CA 94016",2.99
414,416,176956,AA Batteries (4-pack),1,3.84,04/01/19 21:43,"703 5th St, Dallas, TX 75001",3.84
415,417,176957,Google Phone,1,600,04/06/19 18:22,"582 Church St, Boston, MA 02215",600.0
416,418,176958,Bose SoundSport Headphones,1,99.99,04/23/19 09:26,"497 Main St, Boston, MA 02215",99.99
417,419,176959,Wired Headphones,1,11.99,04/08/19 18:32,"125 Jefferson St, Seattle, WA 98101",11.99
418,420,176960,Bose SoundSport Headphones,1,99.99,04/08/19 14:49,"737 West St, Dallas, TX 75001",99.99
419,421,176961,27in FHD Monitor,1,149.99,04/16/19 15:13,"357 Willow St, Portland, OR 97035",149.99
420,422,176962,Wired Headphones,1,11.99,04/07/19 11:19,"710 Church St, San Francisco, CA 94016",11.99
421,423,176963,AAA Batteries (4-pack),2,2.99,04/14/19 13:17,"390 Walnut St, Los Angeles, CA 90001",5.98
422,424,176964,AAA Batteries (4-pack),1,2.99,04/05/19 14:43,"453 Cedar St, San Francisco, CA 94016",2.99
423,425,176965,Lightning Charging Cable,1,14.95,04/08/19 09:00,"900 Dogwood St, Boston, MA 02215",14.95
424,426,176966,Bose SoundSport Headphones,1,99.99,04/22/19 23:21,"3 Main St, Boston, MA 02215",99.99
425,427,176967,27in 4K Gaming Monitor,1,389.99,04/13/19 13:04,"275 Lake St, Dallas, TX 75001",389.99
426,428,176968,Bose SoundSport Headphones,1,99.99,04/28/19 08:30,"183 2nd St, Atlanta, GA 30301",99.99
427,429,176969,AA Batteries (4-pack),1,3.84,04/05/19 09:27,"346 Wilson St, Portland, OR 97035",3.84
428,430,176970,Bose SoundSport Headphones,1,99.99,04/06/19 19:33,"524 7th St, Los Angeles, CA 90001",99.99
429,431,176971,AAA Batteries (4-pack),1,2.99,04/05/19 22:56,"166 5th St, New York City, NY 10001",2.99
430,432,176972,27in FHD Monitor,1,149.99,04/06/19 17:36,"824 West St, Seattle, WA 98101",149.99
431,433,176973,Wired Headphones,1,11.99,04/04/19 21:49,"748 Madison St, Los Angeles, CA 90001",11.99
432,434,176974,ThinkPad Laptop,1,999.99,04/05/19 22:51,"789 Center St, Seattle, WA 98101",999.99
433,435,176975,USB-C Charging Cable,1,11.95,04/23/19 15:46,"28 13th St, San Francisco, CA 94016",11.95
434,436,176975,AAA Batteries (4-pack),1,2.99,04/23/19 15:46,"28 13th St, San Francisco, CA 94016",2.99
435,437,176976,27in FHD Monitor,1,149.99,04/18/19 05:42,"260 Pine St, Los Angeles, CA 90001",149.99
436,438,176977,Bose SoundSport Headphones,1,99.99,04/06/19 13:57,"808 Ridge St, Portland, OR 97035",99.99
437,439,176978,Apple Airpods Headphones,1,150,05/01/19 03:29,"589 Lake St, Portland, OR 97035",150.0
438,440,176979,AAA Batteries (4-pack),2,2.99,04/28/19 17:53,"315 9th St, New York City, NY 10001",5.98
439,441,176980,Bose SoundSport Headphones,1,99.99,04/02/19 11:20,"456 10th St, Seattle, WA 98101",99.99
440,442,176981,Google Phone,1,600,04/01/19 11:29,"924 11th St, San Francisco, CA 94016",600.0
441,443,176982,iPhone,1,700,04/14/19 13:53,"237 Lake St, Los Angeles, CA 90001",700.0
442,444,176983,AAA Batteries (4-pack),2,2.99,04/23/19 10:18,"769 11th St, Boston, MA 02215",5.98
443,445,176984,Apple Airpods Headphones,1,150,04/22/19 19:39,"77 Lake St, Portland, OR 97035",150.0
444,446,176985,USB-C Charging Cable,1,11.95,04/15/19 11:52,"859 7th St, New York City, NY 10001",11.95
445,447,176986,Apple Airpods Headphones,1,150,04/12/19 14:45,"623 Lakeview St, Los Angeles, CA 90001",150.0
